file,grupo,tipo_gestion,contacto_efectivo,de_donde_llaman,origen_deuda,monto_total_actual_cop,descuento_pct,descuento_monto_cop,valor_a_pagar_cop,n_cuotas,fecha_max_pago,fecha_pago_acordada,comparte_medios_pago,cliente_puede_pagar,objecion_cliente,tipo_objecion,alternativa_propuesta,resultado_llamada,caso_exito,quien_corta_la_llamada,motivo_fin_llamada,confianza_extraccion,notas,tono_inicial_cliente,tono_final_cliente,cambio_tono,agente_se_adapta
3a02fcc2-2285-4d18-9fca-d8507ee15b7f,ia,nueva_oferta,False,"área de embargos, judicializaciones y alivios financieros",,880000,27,240000,650000,1,11 de junio de 2026,,,no_queda_claro,False,,se agenda recontacto para el miércoles en la tarde una vez el tercero hable con el titular,no_es_titular,False,agente,contesta un tercero (dice ser pariente/conocido) que ofrece pasar el recado; el agente insiste en hablar solo con el titular y agenda recontacto,alta,"el agente sigue explicando la oferta completa a un tercero antes de exigir confirmar identidad, algo cuestionable en manejo de datos",neutral,colaborador,mejora,True
3df056d8-c16b-4665-bc8b-4c1456ed8592,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,3160000,7,220000,,,,,,no,True,no_tiene_plata,,llamada_cortada,False,no_aplica,transcripción se corta justo después de ofrecer el descuento máximo,media,el agente nunca llega a decir el valor final a pagar en el texto disponible,reacio,reacio,igual,False
3e8b2986-1ff4-4f4a-9554-c8b122601a03,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",Trust and Services (deuda originada 27-dic-2017 por 8.500.000),14010000,,,,,,,,no_queda_claro,True,no_reconoce_deuda,,llamada_cortada,False,se_corta_tecnicamente,el cliente deja de responder tras preguntar por el origen de la deuda; el bot insiste varias veces sin obtener respuesta,alta,"nunca se llega a presentar la propuesta de descuento; el saldo casi duplica el monto original (8.5M -> 14.01M), consistente con mora larga",neutral,no_aplica,empeora,False
41269351-a58b-42bf-8486-151c5aa3a4e2,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,la llamada se desvía a un sistema de grabación/buzón de voz (IVR) sin que se identifique la contraparte,alta,"falla técnica del lado de la IA, no es una gestión real",no_aplica,no_aplica,no_aplica,
449d76a1-4755-4f78-afa8-00d57922d108,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",Banco W (microcrédito),1820000,47,850000,970000,2,,30 de junio (1ra cuota) y julio (2da cuota) de 2026,True,si,True,pide_mas_tiempo,"pasar de pago único inmediato a dos cuotas, la primera al 30 de junio en vez de 'hoy mismo'",cierre_2da_oferta_o_alternativa,True,agente,cliente rechaza pagar hoy pero acepta comprometerse a la primera cuota el 30 de junio; agente cierra y pide datos,alta,cliente menciona estar cuidando a una hermana en tratamiento psiquiátrico; el agente sostiene la negociación pese a la prisa del cliente,colaborador,colaborador,igual,True
589afa5a-4b51-4018-a4e8-e219fdf3548f,ia,nueva_oferta,False,"área de embargos, judicializaciones y alivios financieros","BBVA (tarjeta de crédito), adquirida por Solución Acub",1620000,,,,,,,,no_queda_claro,True,confusion_identidad,,llamada_cortada,False,no_aplica,confusión entre el nombre que busca el bot (mujer) y quien contesta (hombre); transcripción se corta sin resolver,media,posible error de base de datos de contacto (género/nombre no coincide),molesto,no_aplica,no_aplica,True
5a16e288-5bc6-45a0-845b-8034f62ce376,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,14030000,7,1000000,13040000,1,31 de agosto de 2026,,False,no,True,disputa_monto,,sin_acuerdo,False,cliente,cliente reclama que un préstamo original de 5M no debería haber crecido a 14M por intereses; rechaza pagar y se despide de forma cortante,alta,"queja de fondo sobre la tasa de interés cobrada, no solo sobre el momento del pago [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",reacio,reacio,igual,False
631a4d16-0c07-4215-9476-ff9c8179413a,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",Credivalores,810000,0,0,810000,1,,21 de octubre,True,si,False,,,otro,False,no_aplica,"pese a la fragmentación severa del audio, el bot declara el acuerdo aceptado y confirma una fecha de pago",baja,"transcripción extremadamente fragmentada y repetitiva ('La pri- La pri- La pri-'), consistente con falla técnica del bot o del STT; el bot ofrece 0% de descuento literal ('condonaríamos un total de cero pesos'), posible bug del guion. Cierre reportado con baja confianza. [CORREGIDO en validacion manual: se habia marcado cierre_1ra_oferta, pero la transcripcion no tiene NINGUN turno atribuible al cliente (solo speaker_0) -- el acuerdo que declara el bot no es verificable con el texto disponible. Reclasificado como ""otro"" para ser consistente con el mismo caso en 355812a5.] [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",no_aplica,no_aplica,no_aplica,
64a627ae-0339-4595-a414-21ed0c641d16,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,la llamada se desvía a un sistema de grabación/buzón de voz (IVR) sin lograr confirmar identidad,alta,segunda falla técnica del mismo tipo que 41269351 en este lote,no_aplica,no_aplica,no_aplica,
66c23ff9-4946-4870-8e67-850dac6526ef,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,10190000,5,460000,9730000,2,,,,no_queda_claro,False,,,llamada_cortada,False,no_aplica,"transcripción termina justo tras la pregunta de cierre, sin respuesta del cliente",alta,460.000 no es exactamente 5% de 10.190.000 (sería ~509.500); reportado tal como lo dice el guion,desconfiado,reacio,igual,
673f40d5-c6de-4cec-8c52-ad89b8382f38,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",Reconectemos,6590000,0,0,6590000,5,,,,no,True,no_tiene_plata,agente ofrece acuerdo de largo plazo sin descuento con cuota a definir por el cliente; cliente dice que solo podrá negociar cuando tenga empleo fijo,sin_acuerdo,False,agente,"cliente está desempleado y no puede comprometerse a ningún pago; agente cierra anunciando recontacto, con disclaimer legal",alta,"el bot ofrece 0% de descuento literal ('condonaríamos un total de cero pesos'), igual que en 631a4d16 -- posible bug recurrente del guion cuando no hay oferta real de descuento [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",colaborador,reacio,empeora,False
6d1ee3b1-3436-47ec-9754-f4b7f4048889,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros","Crediparaíso, adquirida por Casa y Confort",780000,20,160000,630000,2,,,,tal_vez,True,disputa_monto,cliente ofrece 300.000 pesos inmediatos; el agente lo rechaza por no alcanzar el mínimo de 630.000,llamada_cortada,False,no_aplica,negociación tensa sobre el monto (cliente reclama ofertas previas distintas); transcripción se corta sin resolución,media,"los números que dice el bot no cuadran exactamente (780.000-160.000=620.000, no 630.000); reportado tal cual se dijo. Cliente reclama que antes le ofrecieron 400-500 mil [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",desconfiado,reacio,igual,False
6d26bb76-d3ae-4890-83df-f5dcb0ef339d,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,2470000,20,500000,1970000,,,,,no,True,disputa_monto,cliente pide que se respete una oferta de 1.000.000 que dice le dieron en una llamada anterior; el bot no tiene registro de esa oferta y no puede aplicarla; se agenda llamada de seguimiento,sin_acuerdo,False,agente,no se llega a un acuerdo de pago; se agenda nueva llamada para el jueves 13 de agosto a las 5:30pm,alta,evidencia de inconsistencia entre gestiones: el cliente reclama una oferta anterior (posiblemente de un agente humano) que el sistema de IA no reconoce,colaborador,reacio,empeora,True
6d8d8dbe-b501-4303-b864-9dc24119df5c,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",Credivalores Crediservicios,3460000,26,,2560000,,hoy mismo,,True,no_queda_claro,True,desconfia_de_la_llamada,,llamada_cortada,False,se_corta_tecnicamente,transcripcion se corta a media frase; cliente muy confundido sobre quien llama,media,"Guion estandar de apertura (area de embargos); cliente parece no entender bien la llamada. [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",reacio,reacio,igual,False
7350b21e-cea7-4a3d-9603-9ec53b47843e,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,muy censurado; corta antes de presentar la oferta,baja," [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",no_aplica,no_aplica,no_aplica,
79c5d6ae-0a3b-4b2a-8771-882e2b02cf95,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros","BBVA, adquirida por Solucionacu",25880000,46,,13900000,,30 de junio,,,no,True,no_tiene_plata,acuerdo de largo plazo sin descuento; cliente propuso 500.000/mes,sin_acuerdo,False,agente,no se cierra hoy; se agenda llamada de seguimiento para el dia siguiente,alta,cliente disputa el trato recibido (no la deuda); caso de manejo de objeciones rigido por parte del agente,neutral,reacio,igual,False
7a59be10-fc3c-423b-8619-a13aac8ffea3,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,transcripcion se corta justo antes de presentar el monto de la deuda,baja,,no_aplica,no_aplica,no_aplica,
7c826b7f-a4cb-44ce-9461-533e1368ce1d,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,1270000,23,300000,980000,3,31 de agosto,"31 de agosto, 30 de septiembre y 31 de octubre de 2026",,si,True,desconfia_de_la_llamada,,cierre_1ra_oferta,True,agente,"acuerdo cerrado en la misma llamada, tres cuotas confirmadas",alta,agente se identifica como 'asistente virtual automatizado' cuando el cliente pregunta si es un robot,colaborador,colaborador,igual,True
7dc52408-8aff-4ac6-bf04-620f378132fe,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,True,pide_mas_tiempo,,llamada_cortada,False,se_corta_tecnicamente,transcripcion se corta en medio del pitch; cliente dijo no tener tiempo pero seguia en linea,baja,,reacio,reacio,igual,False
7df4a150-5c74-4f8a-9b13-88635ce35f92,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,740000,0,0,740000,,,,,no_queda_claro,True,confusion_por_descuento_del_0_por_ciento,,llamada_cortada,False,se_corta_tecnicamente,"corta presentando la primera opcion de pago, tras confusion del cliente por un descuento anunciado de 0%",media,"caso de guion que anuncia 'descuento' pero el valor es 0%, genera confusion justificada del cliente [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",neutral,reacio,empeora,False
80b9d804-dfe9-444f-aee1-30688b5c4e09,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,1550000,0,0,1550000,2,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,transcripcion corta justo al cerrar la propuesta de 2 cuotas de 780.000; se desconoce respuesta del cliente,media,otro caso de descuento anunciado en 0%,no_aplica,no_aplica,no_aplica,
8349b881-cc05-44b6-a5d6-a340bc7e3499,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,agente,"contesta la hija de la titular, no sabe cuando estara disponible; agente cierra",alta,,no_aplica,no_aplica,no_aplica,
8d9dfa93-e293-4924-92ce-2b166805d181,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",Banco BBVA,860000,3,30000,830000,15,31 de julio (propuesta original),"5 de agosto de 2026, luego cada 5 de mes",True,si,True,pide_mas_tiempo,cliente pidio mover la fecha de la primera cuota al dia 5 (cuando le pagan) en vez del 31 de julio; el agente lo acepto,cierre_1ra_oferta,True,no_aplica,acuerdo cerrado con ajuste de fecha de pago (no de monto); transcripcion corta en la despedida,alta,buen ejemplo de la IA ajustando flexiblemente la fecha ante una objecion razonable del cliente,colaborador,colaborador,igual,True
8eeab89a-aca1-4182-98cd-787defaa3876,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,agente,"contesta la hermana, no sabe cuando estara disponible la titular ('el fin de semana' vago); agente cierra sin agendar hora exacta",alta,,no_aplica,no_aplica,no_aplica,
925483e1-0626-4e64-89e7-fdd8091916ce,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros","Crediparaiso, adquirida por la entidad que llama",1120000,26,,830000,2,8 de julio de 2026,8 de julio de 2026,True,si,True,disputa_calidad_producto_original_mas_pide_mas_cuotas,cliente pidio 3 cuotas en vez de 2 y mover la fecha; el agente no cedio en ninguna de las dos y el cliente termino aceptando los terminos originales,cierre_1ra_oferta,True,agente,acuerdo cerrado en 2 cuotas tras que el agente sostuviera el guion sin ceder en fecha ni numero de cuotas,alta,"cliente se queja de la calidad del producto original (colchon) que origino la deuda, no de la deuda en si; buen caso de manejo de objeciones",molesto,colaborador,mejora,False
9cf48045-df44-4648-b6ad-870d3c145615,ia,nueva_oferta,True,"área de embargos, judicializaciones y alivios financieros",,1560000,1,20000,1540000,2,hoy mismo,,,tal_vez,True,desconfia_de_la_llamada,,sin_acuerdo,False,cliente,"cliente identifica que habla con una IA ('parece que estoy hablando con la IA'), desconfia y prefiere verificar llamando directamente a la entidad; cuelga cortesmente sin cerrar",alta,"caso clave para entender por que termina la llamada: el cliente queria llegar a un acuerdo pero la desconfianza hacia la IA rompe la negociacion [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",colaborador,desconfiado,empeora,False
a64feaf9-108a-491e-90f8-013a7c3b2e3d,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",banco (nombre censurado),4350000,0,0,4350000,,31 de julio (propuesta original),"31 de julio de 2026 (acuerdo de largo plazo, 400.000 mensuales)",True,tal_vez,True,no_tiene_plata_mas_disputa_monto,cliente propuso cuotas de 1.500.000 c/u; agente no cedio en el monto pero ofrecio acuerdo de largo plazo donde el cliente fija la cuota mensual (acepto 400.000),cierre_2da_oferta_o_alternativa,True,agente,"tras rechazar la oferta original y reportar dos incumplimientos previos con la misma entidad, se cierra un acuerdo de largo plazo sin descuento por 400.000 mensuales, con datos de contacto completos",alta,cliente reporta haber incumplido dos acuerdos de pago anteriores con la misma entidad (reincidencia),reacio,colaborador,mejora,True
b056678f-9281-47ab-819d-616ba1c7904a,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,otro,False,se_corta_tecnicamente,cae en buzon de voz/contestadora automatica (IVR); el bot no logra dejar mensaje eficaz y el sistema telefonico cuelga,alta,limitacion tecnica clara de la IA: no maneja bien un contestador/IVR,no_aplica,no_aplica,no_aplica,
b1584952-7de1-4cc6-a83a-9fffa0f747cb,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,800000,0,0,,,,,,no_queda_claro,False,,,llamada_cortada,False,se_corta_tecnicamente,transcripcion corta justo al pedir confirmacion si/no,baja,inconsistencia en el guion: anuncia 'descuento del 0%' pero luego ofrece pagar solo 400.000 de una deuda de 800.000 sin explicar el porque; posible error del sistema/prompt de la IA. valor_a_pagar_cop se deja null por la contradiccion,colaborador,colaborador,igual,False
b97bdab1-7884-48dd-8acd-0d8b7b513c67,ia,otro,False,"área de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,agente,persona indica que no es el titular (numero reciclado/error de registro); agente se disculpa y actualiza registros,alta," [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",neutral,neutral,no_aplica,
bdc7c768-e08e-4ce8-9e8e-ebb3618d311f,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",,590000,5,30000,560000,1,31 de julio,31 de julio de 2026,True,si,True,no_tiene_plata_momentanea_mas_pide_mas_tiempo,,cierre_1ra_oferta,True,se_corta_tecnicamente,acuerdo de pago verbalmente aceptado; transcripcion corta mientras se recolectan datos de contacto (correo),alta,,colaborador,colaborador,igual,False
c1a958de-6df6-488a-8342-3cc44f4e31c6,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros",banco (nombre censurado),1760000,0,0,1760000,,,,,no,True,no_tiene_plata,"cliente propone pagar 200.000 (parcial) para saldar, ya rechazado antes por el sistema",llamada_cortada,False,se_corta_tecnicamente,transcripcion corta mientras el agente insiste en ofrecer cuotas ante la negativa del cliente por falta de dinero,media,"la IA rechaza la contrapropuesta del cliente (200.000 parcial) sin flexibilizar, insiste en su guion de cuotas; caso de manejo de objeciones fallido",reacio,molesto,empeora,False
c3d816dd-e0cc-46ef-b2db-a7d31a0bd587,ia,otro,False,"área de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,no_aplica,persona contesta 'no soy el senor Alvarez' repetidamente; transcripcion corta durante la verificacion de identidad,media," [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",no_aplica,no_aplica,no_aplica,
c8b57e01-57b6-4d85-9613-c786aef9f8a0,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros (Factoring)",banco (nombre censurado),380000,0,0,380000,2,"31 de julio (pago unico, no elegido)",antes del 1 de agosto de 2026,True,si,True,pregunta_si_cubre_otras_deudas_con_la_misma_entidad,cliente pidio pagar 'en dos partidas' en vez de una sola cuota; confirmado dentro de las opciones ya ofrecidas,cierre_1ra_oferta,True,agente,acuerdo cerrado en 2 cuotas; se completan los datos de contacto y la llamada termina con el disclaimer legal estandar,alta,,neutral,colaborador,mejora,False
da02116f-5f55-4cc7-a800-373f4939fa01,ia,otro,False,"área de embargos, judicializaciones y alivios financieros",,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,agente,persona confirma que no conoce a la persona buscada (respuesta confusa 'con diez meses'); agente cierra registrando que no fue posible contactar,alta," [de_donde_llaman completado con regex sobre la frase estandarizada del guion de IA, que la extraccion semantica original no capturo]",colaborador,colaborador,igual,False
edbc4154-c6ce-4a77-b899-caf949e1815a,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,agente,nadie responde con voz clara; el bot repite la solicitud de confirmacion de identidad varias veces y finaliza la llamada por falta de respuesta,media,posible fallo de deteccion de voz del asistente virtual,no_aplica,no_aplica,no_aplica,
f55b661d-8a1b-4528-976e-d7b2f565b2ea,ia,nueva_oferta,True,"area de embargos, judicializaciones y alivios financieros","Credivalores Crediservicios S.A., adquirida por System Group",2850000,12,,2500000,,26 de julio (propuesta inicial),"31 de julio de 2026 (acuerdo de largo plazo, 250.000 mensuales)",True,tal_vez,True,no_tiene_plata,cliente pide una cuota moderada acorde a su presupuesto (sostiene a su madre de 92 anos y dos casas); agente ofrece acuerdo de largo plazo sin descuento donde el cliente fija el valor (acepto 250.000/mes),cierre_2da_oferta_o_alternativa,True,agente,"tras rechazar las dos cuotas del descuento por no poder pagarlas, se cierra un acuerdo de largo plazo sin descuento por 250.000 mensuales, con datos de contacto completos",alta,buen caso de manejo de objeciones exitoso: el agente cede en modalidad de pago aunque no en el porcentaje de descuento,reacio,colaborador,mejora,True
fc9da4d5-10dd-4aab-afb0-de918f081149,ia,otro,False,,,,,,,,,,,no_queda_claro,False,,,no_es_titular,False,cliente,persona conoce a la titular pero no sabe donde ubicarla; agente registra que no fue posible contactarla,alta,,no_aplica,no_aplica,no_aplica,
